Tamanho,Tempo_Padrão,Tempo_Strassen
32,0.019715070724487305,0.06511878967285156
64,0.21665740013122559,0.4702489376068115
128,1.3313491344451904,3.088157892227173
256,10.451910495758057,21.92133617401123
512,83.49454808235168,176.0281081199646
